"occurrence_no","name","diet","type","length_m","max_ma","min_ma","region","lng","lat","class","family"
517457,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.811302,45.341301,"Ornithischia",null
517459,"Gasparinisaura","herbivorous","ornithopod",0.8,83.5,70.6,"Río Negro",-68.030663,-38.844536,"Ornithischia",null
517523,"Psittacosaurus","herbivorous","ceratopsian",2,125,113,"Liaoning",120.033302,41.25,"Ornithischia","Psittacosauridae"
517524,"Psittacosaurus","herbivorous","ceratopsian",2,125,113,"Liaoning",120.033302,41.25,"Ornithischia","Psittacosauridae"
517525,"Psittacosaurus","herbivorous","ceratopsian",2,125,113,"Liaoning",120.033302,41.25,"Ornithischia","Psittacosauridae"
517526,"Psittacosaurus","herbivorous","ceratopsian",2,125,113,"Liaoning",120.033302,41.25,"Ornithischia","Psittacosauridae"
517527,"Agujaceratops",null,null,null,83.5,70.6,"Texas",-103.201477,29.174419,"Ornithischia","Ceratopsidae"
517528,"Agujaceratops",null,null,null,83.5,70.6,"Texas",-103.550743,29.251589,"Ornithischia","Ceratopsidae"
517529,"Agujaceratops",null,null,null,83.5,70.6,"Texas",-103.637131,29.225201,"Ornithischia","Ceratopsidae"
517537,"Corythosaurus","herbivorous","ornithopod",10,83.5,70.6,"Alberta",-111.604233,50.823826,"Ornithischia","Hadrosauridae"
517566,"Styracosaurus","herbivorous","ceratopsian",5.5,83.5,70.6,"Alberta",-111.395149,50.747826,"Ornithischia","Ceratopsidae"
518052,"Mantellisaurus","herbivorous","ornithopod",7,125.45,122.46,"England",0.732222,51.189999,"Ornithischia","Iguanodontidae"
518053,"Iguanodon","herbivorous","ornithopod",10,136.4,122.46,"England",-1.158333,50.655834,"Ornithischia",null
518054,"Iguanodon","herbivorous","ornithopod",10,136.4,122.46,"England",0.487778,50.913891,"Ornithischia",null
518061,"Valdosaurus","herbivorous","ornithopod",3,145,100.5,"England",-1.399444,50.62611,"Ornithischia","Dryosauridae"
518062,"Barilium",null,null,null,140.2,136.4,"England",0.509167,50.843056,"Ornithischia","Iguanodontidae"
518079,"Neoanomoepus",null,null,null,152.1,139.8,"British Columbia",-115,50.083332,"Ornithischia","Anomoepodidae"
518407,"Iguanodon","herbivorous","ornithopod",10,145,100.5,"England",-1.157778,50.655834,"Ornithischia",null
518413,"Iguanodon","herbivorous","ornithopod",10,145,100.5,"England",0.522778,51.073891,"Ornithischia",null
518416,"Iguanodon","herbivorous","ornithopod",10,136.4,122.46,"England",0.526389,50.851665,"Ornithischia",null
518417,"Iguanodon","herbivorous","ornithopod",10,136.4,122.46,"England",-1.397778,50.621387,"Ornithischia",null
518422,"Iguanodon","herbivorous","ornithopod",10,136.4,122.46,"England",565,50.865833,"Ornithischia",null
518488,"Iguanodon","herbivorous","ornithopod",10,136.4,122.46,"England",0.554722,50.864166,"Ornithischia",null
518491,"Iguanodon","herbivorous","ornithopod",10,140.2,130,"England",0.441246,50.833755,"Ornithischia",null
518522,"Hypselospinus",null,null,null,140.2,136.4,"England",-0.574722,50.853889,"Ornithischia",null
518523,"Barilium",null,null,null,136.4,125.45,"England",0.574722,50.853889,"Ornithischia","Iguanodontidae"
518593,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.662415,43.298447,"Ornithischia","Ceratopsidae"
518594,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.624504,43.255741,"Ornithischia","Ceratopsidae"
518595,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.657974,43.200047,"Ornithischia","Ceratopsidae"
518596,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.547592,43.219185,"Ornithischia","Ceratopsidae"
518598,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.553886,43.213612,"Ornithischia","Ceratopsidae"
518600,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.553055,43.15778,"Ornithischia","Ceratopsidae"
518601,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.563087,43.132011,"Ornithischia","Ceratopsidae"
518602,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.476509,43.164665,"Ornithischia","Ceratopsidae"
518603,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.479118,43.157288,"Ornithischia","Ceratopsidae"
518604,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.466469,43.209248,"Ornithischia","Ceratopsidae"
518605,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.463478,43.193295,"Ornithischia","Ceratopsidae"
518606,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.473907,43.188305,"Ornithischia","Ceratopsidae"
518607,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.544395,43.15831,"Ornithischia","Ceratopsidae"
518608,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.419998,43.311951,"Ornithischia","Ceratopsidae"
518609,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.514442,43.183613,"Ornithischia","Ceratopsidae"
518739,"Scelidosaurus","herbivorous","armored dinosaur",4,196.5,189.6,"England",-2.903611,50.737499,"Ornithischia",null
519621,"Dinosauropodes",null,null,null,83.6,72.1,"Utah",-110.919899,39.693802,"Ornithischia",null
519798,"Psittacosaurus","herbivorous","ceratopsian",2,130,122.46,"Liaoning",120.8722,41.601398,"Ornithischia","Psittacosauridae"
519831,"Pachyrhinosaurus","herbivorous","ceratopsian",6,72.1,66,"Northwest Territories",-125.82917,64.555557,"Ornithischia","Ceratopsidae"
519867,"Tenontosaurus","herbivorous","ornithopod",7,122.46,112.03,"Texas",-97.89389,32.755554,"Ornithischia",null
519909,"Stegoceras","herbivorous","ornithopod",2.4,72.1,66,"Montana",-106.266701,47.666698,"Ornithischia","Pachycephalosauridae"
519910,"Pachycephalosaurus","herbivorous","ornithopod",8,72.1,66,"Montana",-106.300003,47.666698,"Ornithischia","Pachycephalosauridae"
520034,"Tsintaosaurus","herbivorous","ornithopod",12,83.6,72.1,"Shandong",120.7136,36.9758,"Ornithischia","Hadrosauridae"
520128,"Talenkauen",null,null,null,70.6,66,"Santa Cruz",-72.107224,-49.854443,"Ornithischia",null
520182,"Apatichnus",null,null,null,201.3,190.8,"Massachusetts",-72.535553,42.609165,"Ornithischia","Anomoepodidae"
520249,"Corvipes",null,null,null,201.3,190.8,"Massachusetts",-72.552864,42.611198,"Ornithischia","Anomoepodidae"
520282,"Apatichnus",null,null,null,201.3,190.8,"Massachusetts",-72.549606,42.612213,"Ornithischia","Anomoepodidae"
520429,"Corvipes",null,null,null,201.3,190.8,"Connecticut",-72.639221,41.693111,"Ornithischia","Anomoepodidae"
520483,"Dryosaurus","herbivorous","ornithopod",4,157.3,152.1,"Colorado",-108.827545,38.316418,"Ornithischia","Dryosauridae"
520484,"Dryosaurus","herbivorous","ornithopod",4,157.3,145,"Colorado",-108.728889,39.158611,"Ornithischia","Dryosauridae"
520494,"Hypacrosaurus","herbivorous","ornithopod",9,83.6,72.1,"Montana",-112.642014,48.91082,"Ornithischia","Hadrosauridae"
520495,"Hypacrosaurus","herbivorous","ornithopod",9,83.6,72.1,"Montana",-112.642014,48.91082,"Ornithischia","Hadrosauridae"
520496,"Hypacrosaurus","herbivorous","ornithopod",9,83.6,72.1,"Montana",-112.642014,48.91082,"Ornithischia","Hadrosauridae"
520497,"Hypacrosaurus","herbivorous","ornithopod",9,83.6,72.1,"Montana",-112.642014,48.91082,"Ornithischia","Hadrosauridae"
520498,"Hypacrosaurus","herbivorous","ornithopod",9,83.6,72.1,"Montana",-112.642014,48.91082,"Ornithischia","Hadrosauridae"
520499,"Hypacrosaurus","herbivorous","ornithopod",9,83.6,72.1,"Montana",-112.642014,48.91082,"Ornithischia","Hadrosauridae"
520500,"Hypacrosaurus","herbivorous","ornithopod",9,83.6,72.1,"Montana",-113.75,48.630001,"Ornithischia","Hadrosauridae"
520501,"Hypacrosaurus","herbivorous","ornithopod",9,83.5,70.6,"Alberta",-112.199997,49.283054,"Ornithischia","Hadrosauridae"
520502,"Hypacrosaurus","herbivorous","ornithopod",9,83.5,70.6,"Alberta",-112.199997,49.283054,"Ornithischia","Hadrosauridae"
520503,"Hypacrosaurus","herbivorous","ornithopod",9,83.6,72.1,"Alberta",-112.199997,49.283054,"Ornithischia","Hadrosauridae"
520504,"Hypacrosaurus","herbivorous","ornithopod",9,83.6,72.1,"Montana",-112.583389,48.483032,"Ornithischia","Hadrosauridae"
520515,"Maiasaura","herbivorous","ornithopod",9,86.3,83.6,"Montana",-112.183609,47.812222,"Ornithischia","Hadrosauridae"
520516,"Orodromeus","herbivorous","ornithopod",2,86.3,83.6,"Montana",-112.183609,47.812222,"Ornithischia","Thescelosauridae"
520726,"Torosaurus","herbivorous","ceratopsian",7.5,72.1,66,"South Dakota",-103.8424,45.461102,"Ornithischia","Ceratopsidae"
520730,"Jaxartosaurus","herbivorous","ornithopod",9,89.8,83.6,"Asht",70.701363,40.692711,"Ornithischia","Hadrosauridae"
520731,"Bactrosaurus","herbivorous","ornithopod",6,89.8,83.6,"Asht",70.701363,40.692711,"Ornithischia",null
520732,"Kazaklambia",null,null,null,89.8,83.6,"Ongtustik Qazaqstan",69.390282,41.7038,"Ornithischia","Hadrosauridae"
520733,"Aralosaurus","herbivorous","ornithopod",8,86.3,70.6,"Qyzylorda",64.650002,45.950001,"Ornithischia","Hadrosauridae"
520762,"Brachylophosaurus","herbivorous","ornithopod",7,83.6,72.1,"Montana",-109.469398,46.454269,"Ornithischia","Hadrosauridae"
520770,"Psittacosaurus","herbivorous","ceratopsian",2,129.4,113,"Kemerovo",87.999168,55.87611,"Ornithischia","Psittacosauridae"
520772,"Psittacosaurus","herbivorous","ceratopsian",2,125,100.5,"Kemerovo",88.296402,55.881901,"Ornithischia","Psittacosauridae"
520774,"Psittacosaurus","herbivorous","ceratopsian",2,132.9,125,"Krasnoyarsk",91.816666,56.516666,"Ornithischia","Psittacosauridae"
520879,"Saurolophus","herbivorous","ornithopod",9,83.5,66,"Omnogov",101.275002,43.491669,"Ornithischia","Hadrosauridae"
520881,"Pinacosaurus","herbivorous","armored dinosaur",5,83.5,70.6,"Omnogov",103.692329,44.156948,"Ornithischia","Ankylosauridae"
520912,"Tenontosaurus","herbivorous","ornithopod",7,122.46,109,"Oklahoma",-96.099998,34.400002,"Ornithischia",null
521040,"Edmontosaurus","herbivorous","ornithopod",13,70.6,66,"North Dakota",-101.5,46.900002,"Ornithischia","Hadrosauridae"
521219,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Idaho",-111.270103,42.9748,"Ornithischia",null
521242,"Panoplosaurus","herbivorous","armored dinosaur",7,83.5,70.6,"Saskatchewan",-109.5,49.099998,"Ornithischia","Nodosauridae"
521251,"Edmontonia","herbivorous","armored dinosaur",4,83.5,70.6,"Saskatchewan",-109.5,49.099998,"Ornithischia","Nodosauridae"
521253,"Stegoceras","herbivorous","ornithopod",2.4,83.5,70.6,"Saskatchewan",-109.5,49.099998,"Ornithischia","Pachycephalosauridae"
521268,"Triceratops","herbivorous","ceratopsian",9,70.6,66,"Saskatchewan",-107.400002,49.400002,"Ornithischia","Ceratopsidae"
521550,"Alaskacephale",null,null,null,83.5,70.6,"Alaska",-151.194565,69.91745,"Ornithischia","Pachycephalosauridae"
521704,"Pinacosaurus","herbivorous","armored dinosaur",5,83.6,72.1,"Omnogov",100.901947,43.664444,"Ornithischia","Ankylosauridae"
521705,"Prenocephale","herbivorous","ornithopod",2.4,83.5,70.6,"New Mexico",-108.568695,36.485283,"Ornithischia","Pachycephalosauridae"
521706,"Prenocephale","herbivorous","ornithopod",2.4,83.5,70.6,"New Mexico",-108.166946,36.269444,"Ornithischia","Pachycephalosauridae"
521707,"Prenocephale","herbivorous","ornithopod",2.4,72.1,66,"Montana",-104.952904,45.7845,"Ornithischia","Pachycephalosauridae"
522080,"Mantellisaurus","herbivorous","ornithopod",7,136.4,130,"Haute-Marne",4.95,48.5,"Ornithischia","Iguanodontidae"
522081,"Iguanodon","herbivorous","ornithopod",10,130,125.45,"Champagne-Ardenne",5.019158,48.701614,"Ornithischia",null
522082,"Mantellisaurus","herbivorous","ornithopod",7,130,125.45,"Champagne-Ardenne",5.0833,48.616699,"Ornithischia","Iguanodontidae"
522083,"Iguanodon","herbivorous","ornithopod",10,130,125.45,"Haute-Marne",4.95,48.633301,"Ornithischia",null
522084,"Iguanodon","herbivorous","ornithopod",10,125.45,122.46,"Champagne-Ardenne",4.9167,48.516701,"Ornithischia",null
522456,"Leptoceratops","herbivorous","ceratopsian",3,70.6,66,"Wyoming",-110.376114,44.060001,"Ornithischia","Leptoceratopsidae"
527479,"Probactrosaurus","herbivorous","ornithopod",6,129.4,100.5,"Nei Mongol",105.75,40.271702,"Ornithischia",null
527480,"Probactrosaurus","herbivorous","ornithopod",6,129.4,100.5,"Nei Mongol",105.75,40.271702,"Ornithischia",null
527947,"Polacanthus","herbivorous","armored dinosaur",5,136.4,122.46,"England",-1.418,50.633999,"Ornithischia","Nodosauridae"
527953,"Parasaurolophus","herbivorous","ornithopod",11,83.5,70.6,"New Mexico",-108.256111,36.277779,"Ornithischia","Hadrosauridae"
527958,"Parasaurolophus","herbivorous","ornithopod",11,83.5,70.6,"New Mexico",-108.083336,36.5,"Ornithischia","Hadrosauridae"
528124,"Rhabdodon","herbivorous","ornithopod",4,83.5,66,"Valencia",-0.9667,39.599998,"Ornithischia","Rhabdodontidae"
528125,"Struthiosaurus","herbivorous","armored dinosaur",2.5,83.5,66,"Valencia",-0.9667,39.599998,"Ornithischia","Nodosauridae"
528255,"Polacanthus","herbivorous","armored dinosaur",5,105.3,99.6,"England",-1.339403,50.601925,"Ornithischia","Nodosauridae"
528331,"Stegoceras","herbivorous","ornithopod",2.4,83.5,70.6,"Alberta",-111.59536,50.815033,"Ornithischia","Pachycephalosauridae"
528342,"Uteodon",null,null,null,150.8,145,"Utah",-109.300552,40.441387,"Ornithischia",null
528343,"Kritosaurus","herbivorous","ornithopod",8,83.5,70.6,"New Mexico",-107.887901,36.183899,"Ornithischia","Hadrosauridae"
528345,"Pentaceratops","herbivorous","ceratopsian",6.8,83.5,70.6,"New Mexico",-108.226997,36.285702,"Ornithischia","Ceratopsidae"
528465,"Hypacrosaurus","herbivorous","ornithopod",9,83.6,72.1,"Montana",-112.470001,48.463612,"Ornithischia","Hadrosauridae"
528564,"Cerasinops",null,null,null,83.6,72.1,"Montana",-112.470001,48.463612,"Ornithischia","Leptoceratopsidae"
528565,"Cerasinops",null,null,null,83.6,72.1,"Montana",-112.470001,48.463612,"Ornithischia","Leptoceratopsidae"
529357,"Thescelosaurus","herbivorous","ornithopod",3.5,70.6,66,"Montana",-106.195,47.769722,"Ornithischia","Thescelosauridae"
529358,"Thescelosaurus","herbivorous","ornithopod",3.5,72.1,66,"Montana",-105.977776,47.682777,"Ornithischia","Thescelosauridae"
529518,"Nodocephalosaurus",null,null,null,83.5,70.6,"New Mexico",-108.209099,36.343899,"Ornithischia","Ankylosauridae"
529535,"Triceratops","herbivorous","ceratopsian",9,70.6,66,"Saskatchewan",-108.816666,49.516666,"Ornithischia","Ceratopsidae"
530470,"Edmontosaurus","herbivorous","ornithopod",13,72.1,66,"Wyoming",-104.610558,43.488888,"Ornithischia","Hadrosauridae"
530471,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.610558,43.488888,"Ornithischia","Ceratopsidae"
530472,"Edmontosaurus","herbivorous","ornithopod",13,72.1,66,"Wyoming",-104.610558,43.488888,"Ornithischia","Hadrosauridae"
530473,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.366386,43.301666,"Ornithischia","Ceratopsidae"
533977,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Montana",-108.409721,45.259998,"Ornithischia","Nodosauridae"
534079,"Protoceratops","herbivorous","ceratopsian",1.8,100.5,66,"Dornogov",110.364998,45.104721,"Ornithischia",null
534083,"Protoceratops","herbivorous","ceratopsian",1.8,83.5,70.6,"Omnogov",103.30278,44.228333,"Ornithischia",null
534086,"Saurolophus","herbivorous","ornithopod",9,72.1,66,"Omnogov",100.011108,43.86639,"Ornithischia","Hadrosauridae"
534238,"Montanoceratops",null,null,null,70.6,66,"Montana",-112.735832,48.858055,"Ornithischia","Leptoceratopsidae"
534253,"Montanoceratops",null,null,null,70.6,66,"Montana",-112.43222,48.699165,"Ornithischia","Leptoceratopsidae"
534500,"Triceratops","herbivorous","ceratopsian",9,70.6,66,"New Mexico",-107.192223,33.154167,"Ornithischia","Ceratopsidae"
534509,"Parasaurolophus","herbivorous","ornithopod",11,83.5,70.6,"New Mexico",-108.0485,36.3148,"Ornithischia","Hadrosauridae"
534634,"Hypsilophodon","herbivorous","ornithopod",2.3,130,122.46,"Aragón",-0.283333,40.816666,"Ornithischia","Hypsilophodontidae"
534735,"Stormbergia",null,null,null,201.3,190.8,"Eastern Cape",27.799999,-30.616671,"Ornithischia",null
534758,"Stegosaurus","herbivorous","armored dinosaur",9,155.7,145,"Colorado",-108.774719,39.167778,"Ornithischia","Stegosauridae"
534790,"Peloroplites",null,null,null,122.46,109,"Utah",-110.106003,39.179001,"Ornithischia","Nodosauridae"
534896,"Stormbergia",null,null,null,201.3,190.8,"Quthing",27.75,-30.35,"Ornithischia",null
534903,"Stormbergia",null,null,null,201.3,190.8,"Free State",27.367222,-28.984444,"Ornithischia",null
534935,"Lesothosaurus","herbivorous","ornithopod",1,201.3,190.8,"Quthing",27.65,-30.4,"Ornithischia",null
534936,"Lesothosaurus","herbivorous","ornithopod",1,201.3,190.8,"Quthing",27.516666,-30.4,"Ornithischia",null
534968,"Stegosaurus","herbivorous","armored dinosaur",9,157.3,152.1,"Wyoming",-106.698891,44.348057,"Ornithischia","Stegosauridae"
534972,"Centrosaurus","herbivorous","ceratopsian",6,83.5,70.6,"Alberta",-111.507179,50.742241,"Ornithischia","Ceratopsidae"
534975,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Montana",-107.083298,47.5667,"Ornithischia","Ceratopsidae"
534976,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Montana",-106.216698,47.599998,"Ornithischia","Ceratopsidae"
534977,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Montana",-106.216698,47.6833,"Ornithischia","Ceratopsidae"
534988,"Augustynolophus",null,null,null,70.6,66,"California",-120.692398,36.586498,"Ornithischia","Hadrosauridae"
534989,"Augustynolophus",null,null,null,70.6,66,"California",-120.692398,36.586498,"Ornithischia","Hadrosauridae"
534993,"Lesothosaurus","herbivorous","ornithopod",1,201.3,190.8,"Mafeteng",27.25,-29.85,"Ornithischia",null
535194,"Magnapaulia",null,null,null,83.5,70.6,"Baja California",-115.666664,30.166668,"Ornithischia","Hadrosauridae"
535195,"Edmontosaurus","herbivorous","ornithopod",13,72.1,66,"Montana",-107.168404,47.537498,"Ornithischia","Hadrosauridae"
535196,"Rhabdodon","herbivorous","ornithopod",4,70.6,66,"Provence-Alpes-Côte d'Azur",5.3,43.383301,"Ornithischia","Rhabdodontidae"
535198,"Tsagantegia","herbivorous","armored dinosaur",null,100.5,89.8,"Dornogov",110.033302,44.483299,"Ornithischia","Ankylosauridae"
535209,"Gryposaurus","herbivorous","ornithopod",10,83.5,70.6,"Alberta",-111.51458,50.739853,"Ornithischia","Hadrosauridae"
535320,"Edmontonia","herbivorous","armored dinosaur",4,72.1,66,"South Dakota",-101.480698,45.668301,"Ornithischia","Nodosauridae"
536064,"Macrogryphosaurus",null,null,null,89.3,85.8,"Neuquén",-68.721107,-38.500832,"Ornithischia",null
536204,"Tsintaosaurus","herbivorous","ornithopod",12,83.6,72.1,"Shandong",120.658951,36.886551,"Ornithischia","Hadrosauridae"
536205,"Tanius","herbivorous","ornithopod",null,83.6,72.1,"Shandong",120.658951,36.886551,"Ornithischia",null
536217,"Tsintaosaurus","herbivorous","ornithopod",12,83.6,72.1,"Shandong",120.658951,36.886551,"Ornithischia","Hadrosauridae"
536240,"Tanius","herbivorous","ornithopod",null,83.6,72.1,"Shandong",120.767799,36.597801,"Ornithischia",null
536278,"Psittacosaurus","herbivorous","ceratopsian",2,125,113,"Shandong",119.666702,37.0667,"Ornithischia","Psittacosauridae"
536286,"Psittacosaurus","herbivorous","ceratopsian",2,125,113,"Shandong",120.7136,36.9758,"Ornithischia","Psittacosauridae"
536363,"Stegosaurus","herbivorous","armored dinosaur",9,157.3,145,"Wyoming",-106.356903,41.916302,"Ornithischia","Stegosauridae"
